time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,et0_fao_evapotranspiration,region,latitude_requested,longitude_requested,latitude_returned,longitude_returned,elevation_m,date,year,month,region_normalised
2015-01-01,0.3,-3.0,3.8,0.0,0.0,0.32,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-01,2015,1,ile de france
2015-01-02,5.4,1.7,10.3,1.1,1.1,0.32,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-02,2015,1,ile de france
2015-01-03,6.9,0.5,12.9,3.7,3.7,0.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-03,2015,1,ile de france
2015-01-04,5.2,1.9,11.3,1.1,1.1,0.33,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-04,2015,1,ile de france
2015-01-05,0.4,-1.4,2.6,0.0,0.0,0.32,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-05,2015,1,ile de france
2015-01-06,0.6,-2.5,5.6,0.0,0.0,0.2,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-06,2015,1,ile de france
2015-01-07,3.4,-0.3,5.6,0.0,0.0,0.25,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-07,2015,1,ile de france
2015-01-08,8.6,5.7,10.9,3.7,3.7,0.37,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-08,2015,1,ile de france
2015-01-09,10.6,6.6,14.4,0.7,0.7,0.56,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-09,2015,1,ile de france
2015-01-10,12.8,8.5,14.4,2.4,2.4,0.84,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-10,2015,1,ile de france
2015-01-11,6.7,4.8,8.7,0.0,0.0,0.92,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-11,2015,1,ile de france
2015-01-12,7.6,6.4,9.2,0.0,0.0,0.92,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-12,2015,1,ile de france
2015-01-13,9.2,8.3,11.0,1.3,1.3,0.85,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-13,2015,1,ile de france
2015-01-14,7.1,5.4,8.5,2.1,2.1,0.9,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-14,2015,1,ile de france
2015-01-15,9.5,7.4,10.7,3.6,3.6,1.09,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-15,2015,1,ile de france
2015-01-16,6.3,5.1,8.2,3.1,3.1,0.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-16,2015,1,ile de france
2015-01-17,3.1,1.0,5.8,0.0,0.0,0.54,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-17,2015,1,ile de france
2015-01-18,3.1,1.1,6.7,0.0,0.0,0.57,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-18,2015,1,ile de france
2015-01-19,2.3,1.2,3.3,1.6,1.3,0.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-19,2015,1,ile de france
2015-01-20,0.5,-0.9,2.1,0.0,0.0,0.35,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-20,2015,1,ile de france
2015-01-21,1.1,-0.5,4.0,0.0,0.0,0.48,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-21,2015,1,ile de france
2015-01-22,0.3,-0.8,1.8,0.0,0.0,0.46,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-22,2015,1,ile de france
2015-01-23,0.1,-0.7,1.8,0.0,0.0,0.39,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-23,2015,1,ile de france
2015-01-24,2.3,-1.2,6.3,3.4,2.6,0.6,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-24,2015,1,ile de france
2015-01-25,2.4,-1.0,6.7,0.0,0.0,0.54,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-25,2015,1,ile de france
2015-01-26,6.6,4.4,9.0,2.6,2.6,0.28,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-26,2015,1,ile de france
2015-01-27,4.9,2.5,7.5,0.1,0.1,0.49,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-27,2015,1,ile de france
2015-01-28,6.2,4.2,8.9,1.6,1.6,0.44,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-28,2015,1,ile de france
2015-01-29,5.0,3.4,6.1,6.0,6.0,0.47,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-29,2015,1,ile de france
2015-01-30,2.7,1.1,5.2,1.6,1.4,0.52,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-30,2015,1,ile de france
2015-01-31,3.1,0.7,5.4,1.8,1.7,0.52,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-01-31,2015,1,ile de france
2015-02-01,3.3,1.9,4.6,0.9,0.9,0.56,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-01,2015,2,ile de france
2015-02-02,2.6,0.0,4.1,0.4,0.0,0.71,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-02,2015,2,ile de france
2015-02-03,0.6,-1.1,2.9,0.2,0.1,0.67,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-03,2015,2,ile de france
2015-02-04,1.4,-0.4,4.5,0.0,0.0,0.8,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-04,2015,2,ile de france
2015-02-05,1.2,-0.3,2.8,0.0,0.0,0.81,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-05,2015,2,ile de france
2015-02-06,0.0,-1.4,1.8,0.0,0.0,1.21,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-06,2015,2,ile de france
2015-02-07,1.1,-2.1,5.1,0.0,0.0,1.41,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-07,2015,2,ile de france
2015-02-08,4.8,2.1,7.0,0.1,0.1,0.97,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-08,2015,2,ile de france
2015-02-09,1.9,-1.7,4.8,0.0,0.0,0.5,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-09,2015,2,ile de france
2015-02-10,4.0,2.2,6.4,0.0,0.0,0.58,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-10,2015,2,ile de france
2015-02-11,3.9,0.5,7.4,0.0,0.0,0.93,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-11,2015,2,ile de france
2015-02-12,1.6,-2.0,7.2,0.0,0.0,0.79,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-12,2015,2,ile de france
2015-02-13,5.9,0.7,12.6,2.0,2.0,1.25,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-13,2015,2,ile de france
2015-02-14,7.0,5.7,8.3,7.0,7.0,0.53,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-14,2015,2,ile de france
2015-02-15,6.3,4.7,8.2,0.3,0.3,0.52,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-15,2015,2,ile de france
2015-02-16,4.1,0.4,7.3,0.0,0.0,0.83,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-16,2015,2,ile de france
2015-02-17,6.1,4.8,7.5,0.0,0.0,0.49,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-17,2015,2,ile de france
2015-02-18,3.2,-0.1,6.1,0.0,0.0,0.63,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-18,2015,2,ile de france
2015-02-19,3.9,1.0,6.6,0.0,0.0,1.01,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-19,2015,2,ile de france
2015-02-20,6.6,5.1,8.2,9.6,9.6,0.63,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-20,2015,2,ile de france
2015-02-21,4.2,2.1,6.9,7.5,6.7,0.66,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-21,2015,2,ile de france
2015-02-22,3.3,-1.7,7.9,0.3,0.3,1.27,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-22,2015,2,ile de france
2015-02-23,7.2,4.4,11.0,9.5,9.5,1.28,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-23,2015,2,ile de france
2015-02-24,5.0,2.3,8.6,1.8,1.8,1.12,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-24,2015,2,ile de france
2015-02-25,5.3,2.2,8.1,5.2,5.2,0.33,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-25,2015,2,ile de france
2015-02-26,9.1,6.2,11.9,4.6,4.6,0.41,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-26,2015,2,ile de france
2015-02-27,6.2,2.6,8.7,0.0,0.0,1.58,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-27,2015,2,ile de france
2015-02-28,4.5,-0.4,9.5,0.0,0.0,1.12,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-02-28,2015,2,ile de france
2015-03-01,10.3,7.6,12.3,4.1,4.1,1.29,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-01,2015,3,ile de france
2015-03-02,8.4,4.6,11.4,3.9,3.9,1.86,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-02,2015,3,ile de france
2015-03-03,5.9,2.8,10.9,1.9,1.9,1.13,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-03,2015,3,ile de france
2015-03-04,4.8,1.2,8.9,0.0,0.0,1.58,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-04,2015,3,ile de france
2015-03-05,5.5,0.7,11.3,0.0,0.0,1.63,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-05,2015,3,ile de france
2015-03-06,5.2,-0.8,12.0,0.0,0.0,1.77,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-06,2015,3,ile de france
2015-03-07,6.9,0.5,15.3,0.0,0.0,1.94,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-07,2015,3,ile de france
2015-03-08,9.1,0.8,19.5,0.0,0.0,2.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-08,2015,3,ile de france
2015-03-09,9.4,6.2,13.4,0.0,0.0,1.42,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-09,2015,3,ile de france
2015-03-10,9.1,6.6,11.4,0.9,0.9,0.49,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-10,2015,3,ile de france
2015-03-11,9.1,5.2,14.0,0.0,0.0,1.9,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-11,2015,3,ile de france
2015-03-12,7.9,1.7,14.6,0.0,0.0,2.64,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-12,2015,3,ile de france
2015-03-13,7.1,2.5,11.7,0.0,0.0,1.74,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-13,2015,3,ile de france
2015-03-14,6.2,2.9,10.1,0.0,0.0,1.86,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-14,2015,3,ile de france
2015-03-15,5.8,4.6,7.1,0.8,0.8,0.95,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-15,2015,3,ile de france
2015-03-16,7.1,1.5,13.1,0.0,0.0,1.92,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-16,2015,3,ile de france
2015-03-17,9.7,1.9,17.7,0.0,0.0,2.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-17,2015,3,ile de france
2015-03-18,10.6,6.7,16.3,0.0,0.0,2.49,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-18,2015,3,ile de france
2015-03-19,6.5,4.9,7.7,0.0,0.0,1.04,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-19,2015,3,ile de france
2015-03-20,7.9,6.2,11.5,0.0,0.0,1.74,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-20,2015,3,ile de france
2015-03-21,6.3,3.7,9.3,0.0,0.0,1.18,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-21,2015,3,ile de france
2015-03-22,7.4,5.0,10.7,0.8,0.8,1.75,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-22,2015,3,ile de france
2015-03-23,6.8,-0.4,13.9,0.0,0.0,2.29,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-23,2015,3,ile de france
2015-03-24,6.0,4.9,8.0,7.2,7.2,1.11,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-24,2015,3,ile de france
2015-03-25,6.2,4.0,9.3,2.0,2.0,1.79,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-25,2015,3,ile de france
2015-03-26,4.6,-0.8,9.1,3.2,3.2,0.57,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-26,2015,3,ile de france
2015-03-27,8.1,3.2,12.4,0.0,0.0,1.8,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-27,2015,3,ile de france
2015-03-28,10.8,6.3,16.1,0.3,0.3,1.1,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-28,2015,3,ile de france
2015-03-29,11.9,10.1,13.8,5.4,5.4,1.01,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-29,2015,3,ile de france
2015-03-30,11.5,9.3,13.1,5.3,5.3,1.94,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-30,2015,3,ile de france
2015-03-31,12.3,8.8,14.0,0.3,0.3,2.84,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-03-31,2015,3,ile de france
2015-04-01,8.5,5.1,11.6,0.5,0.5,2.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-01,2015,4,ile de france
2015-04-02,9.0,7.5,11.0,3.2,3.2,0.76,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-02,2015,4,ile de france
2015-04-03,9.1,7.5,10.8,6.0,6.0,0.83,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-03,2015,4,ile de france
2015-04-04,8.7,5.8,10.2,0.3,0.3,0.89,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-04,2015,4,ile de france
2015-04-05,6.3,1.9,10.8,0.0,0.0,2.29,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-05,2015,4,ile de france
2015-04-06,7.7,1.2,13.6,0.0,0.0,2.78,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-06,2015,4,ile de france
2015-04-07,9.4,3.0,15.6,0.0,0.0,3.27,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-07,2015,4,ile de france
2015-04-08,10.0,2.4,17.3,0.0,0.0,3.39,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-08,2015,4,ile de france
2015-04-09,12.1,3.4,21.2,0.0,0.0,3.72,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-09,2015,4,ile de france
2015-04-10,13.8,5.2,21.5,0.0,0.0,4.07,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-10,2015,4,ile de france
2015-04-11,12.7,10.3,15.3,1.6,1.6,1.75,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-11,2015,4,ile de france
2015-04-12,12.0,4.9,19.2,0.1,0.1,2.54,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-12,2015,4,ile de france
2015-04-13,12.9,4.9,20.1,0.0,0.0,3.42,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-13,2015,4,ile de france
2015-04-14,16.4,7.3,24.9,0.0,0.0,4.16,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-14,2015,4,ile de france
2015-04-15,18.3,8.6,26.6,0.0,0.0,4.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-15,2015,4,ile de france
2015-04-16,16.8,10.5,22.6,0.0,0.0,3.62,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-16,2015,4,ile de france
2015-04-17,14.6,11.7,18.2,0.0,0.0,2.94,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-17,2015,4,ile de france
2015-04-18,12.0,7.6,16.4,0.0,0.0,4.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-18,2015,4,ile de france
2015-04-19,11.6,4.7,17.4,0.0,0.0,4.42,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-19,2015,4,ile de france
2015-04-20,13.6,5.6,21.0,0.0,0.0,4.48,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-20,2015,4,ile de france
2015-04-21,15.0,7.1,22.2,0.0,0.0,4.84,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-21,2015,4,ile de france
2015-04-22,14.6,7.9,21.0,0.0,0.0,4.83,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-22,2015,4,ile de france
2015-04-23,13.7,5.7,21.3,0.0,0.0,4.21,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-23,2015,4,ile de france
2015-04-24,13.8,7.6,19.2,0.9,0.9,3.65,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-24,2015,4,ile de france
2015-04-25,14.9,12.0,18.5,4.4,4.4,2.41,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-25,2015,4,ile de france
2015-04-26,13.2,10.4,15.4,8.2,8.2,1.32,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-26,2015,4,ile de france
2015-04-27,11.2,8.9,13.7,0.0,0.0,2.25,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-27,2015,4,ile de france
2015-04-28,9.1,3.6,14.1,0.0,0.0,2.95,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-28,2015,4,ile de france
2015-04-29,10.1,4.2,15.4,0.9,0.9,2.84,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-29,2015,4,ile de france
2015-04-30,9.7,7.9,11.5,12.5,12.5,0.62,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-04-30,2015,4,ile de france
2015-05-01,10.2,9.1,11.2,9.9,9.9,0.61,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-01,2015,5,ile de france
2015-05-02,11.7,9.5,14.1,10.1,10.1,0.95,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-02,2015,5,ile de france
2015-05-03,15.8,12.6,20.3,6.0,6.0,1.7,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-03,2015,5,ile de france
2015-05-04,15.7,11.1,19.6,14.4,14.4,2.71,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-04,2015,5,ile de france
2015-05-05,16.8,11.9,18.3,3.4,3.4,3.58,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-05,2015,5,ile de france
2015-05-06,12.6,8.9,16.2,0.1,0.1,3.46,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-06,2015,5,ile de france
2015-05-07,12.6,6.8,16.9,0.0,0.0,3.2,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-07,2015,5,ile de france
2015-05-08,13.9,8.9,18.9,3.0,3.0,2.22,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-08,2015,5,ile de france
2015-05-09,16.4,13.1,19.9,0.0,0.0,3.75,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-09,2015,5,ile de france
2015-05-10,16.3,9.9,22.4,0.0,0.0,4.06,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-10,2015,5,ile de france
2015-05-11,19.4,11.9,27.0,0.0,0.0,4.24,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-11,2015,5,ile de france
2015-05-12,16.8,12.4,20.5,0.0,0.0,3.87,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-12,2015,5,ile de france
2015-05-13,14.6,7.5,21.0,1.5,1.5,3.47,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-13,2015,5,ile de france
2015-05-14,13.9,9.7,17.1,5.3,5.3,1.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-14,2015,5,ile de france
2015-05-15,11.8,7.9,15.4,0.3,0.3,1.98,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-15,2015,5,ile de france
2015-05-16,12.2,7.1,17.6,0.3,0.3,1.56,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-16,2015,5,ile de france
2015-05-17,12.9,6.1,19.5,0.0,0.0,3.73,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-17,2015,5,ile de france
2015-05-18,13.4,5.9,19.7,0.4,0.4,3.96,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-18,2015,5,ile de france
2015-05-19,10.6,6.5,14.0,1.0,1.0,2.9,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-19,2015,5,ile de france
2015-05-20,10.2,5.9,14.4,0.1,0.1,3.43,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-20,2015,5,ile de france
2015-05-21,12.1,5.5,17.6,0.1,0.1,3.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-21,2015,5,ile de france
2015-05-22,13.4,5.7,19.7,0.0,0.0,4.07,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-22,2015,5,ile de france
2015-05-23,15.5,10.5,20.7,0.0,0.0,3.18,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-23,2015,5,ile de france
2015-05-24,16.3,10.8,20.4,0.0,0.0,4.06,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-24,2015,5,ile de france
2015-05-25,15.3,12.1,19.4,1.6,1.6,2.76,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-25,2015,5,ile de france
2015-05-26,14.5,10.7,18.2,0.0,0.0,2.69,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-26,2015,5,ile de france
2015-05-27,15.3,7.6,21.8,0.0,0.0,4.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-27,2015,5,ile de france
2015-05-28,15.5,10.5,19.5,0.0,0.0,3.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-28,2015,5,ile de france
2015-05-29,14.5,10.9,18.4,1.2,1.2,3.05,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-29,2015,5,ile de france
2015-05-30,14.8,10.4,19.6,0.0,0.0,3.97,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-30,2015,5,ile de france
2015-05-31,14.8,12.1,17.2,5.7,5.7,1.47,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-05-31,2015,5,ile de france
2015-06-01,13.2,8.1,17.8,0.3,0.3,3.78,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-01,2015,6,ile de france
2015-06-02,17.2,12.2,23.5,0.2,0.2,4.13,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-02,2015,6,ile de france
2015-06-03,17.4,14.8,20.7,0.0,0.0,3.2,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-03,2015,6,ile de france
2015-06-04,18.6,9.2,26.5,0.0,0.0,5.41,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-04,2015,6,ile de france
2015-06-05,23.6,15.8,31.9,3.0,3.0,5.59,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-05,2015,6,ile de france
2015-06-06,17.1,12.4,22.2,0.0,0.0,5.34,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-06,2015,6,ile de france
2015-06-07,15.8,8.6,21.9,0.0,0.0,5.4,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-07,2015,6,ile de france
2015-06-08,15.4,9.6,20.0,0.0,0.0,5.58,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-08,2015,6,ile de france
2015-06-09,15.1,10.3,19.2,0.0,0.0,4.54,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-09,2015,6,ile de france
2015-06-10,17.1,11.0,22.4,0.0,0.0,4.77,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-10,2015,6,ile de france
2015-06-11,22.0,15.5,28.5,1.0,1.0,5.75,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-11,2015,6,ile de france
2015-06-12,21.5,17.7,25.8,1.1,1.1,4.39,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-12,2015,6,ile de france
2015-06-13,19.9,15.1,24.8,0.0,0.0,5.19,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-13,2015,6,ile de france
2015-06-14,18.5,13.8,22.6,0.2,0.2,3.9,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-14,2015,6,ile de france
2015-06-15,17.9,14.8,21.2,0.1,0.1,3.08,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-15,2015,6,ile de france
2015-06-16,16.9,10.8,21.6,0.0,0.0,5.31,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-16,2015,6,ile de france
2015-06-17,17.9,10.0,25.1,0.0,0.0,5.09,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-17,2015,6,ile de france
2015-06-18,17.7,15.0,19.8,2.9,2.9,1.44,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-18,2015,6,ile de france
2015-06-19,16.4,9.3,22.2,0.2,0.2,4.53,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-19,2015,6,ile de france
2015-06-20,16.7,10.9,21.8,0.0,0.0,2.96,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-20,2015,6,ile de france
2015-06-21,18.7,15.1,23.0,1.1,1.1,3.46,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-21,2015,6,ile de france
2015-06-22,14.9,12.2,18.5,1.2,1.2,1.92,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-22,2015,6,ile de france
2015-06-23,14.7,9.2,19.4,0.0,0.0,3.36,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-23,2015,6,ile de france
2015-06-24,17.1,7.8,24.7,0.0,0.0,4.5,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-24,2015,6,ile de france
2015-06-25,21.6,12.4,28.1,0.0,0.0,5.51,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-25,2015,6,ile de france
2015-06-26,23.8,14.9,31.1,0.0,0.0,6.09,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-26,2015,6,ile de france
2015-06-27,20.7,16.7,25.1,0.0,0.0,5.19,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-27,2015,6,ile de france
2015-06-28,21.8,12.0,29.9,0.0,0.0,6.08,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-28,2015,6,ile de france
2015-06-29,21.8,14.8,28.4,0.0,0.0,5.92,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-29,2015,6,ile de france
2015-06-30,25.0,15.0,33.1,0.0,0.0,6.98,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-06-30,2015,6,ile de france
2015-07-01,29.4,19.3,38.3,0.9,0.9,7.95,Ile de France,48.8566,2.3522,48.75,2.25,36.0,2015-07-01,2015,7,ile de france
